ID	Gene title	Gene symbol	Gene ID	UniGene title	UniGene symbol	UniGene ID	GI	GenBank Accession
1369518_at	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)	Pik3r3	60664				11559993	NM_022213
1369519_at	endothelin 1	Edn1	24323				292658816	NM_012548
1369520_a_at	branched chain amino acid transaminase 1, cytosolic	Bcat1	29592				56799398	NM_017253
1369521_at	ubiquitin-conjugating enzyme E2D 4 (putative)	Ube2d4	79435				51036662	NM_031001
1369522_a_at	Cd244 molecule, natural killer cell receptor 2B4	Cd244	64025				11560072	NM_022259
1369523_at	atypical chemokine receptor 2	Ackr2	140473				55926222	NM_078621
1369524_at	Zic family member 1	Zic1	64618				12083616	NM_022677
1369525_at	GATA binding protein 3	Gata3	85471				18959227	NM_133293
1369526_at	acyl-CoA dehydrogenase, short/branched chain	Acadsb	25618				402692560	NM_013084
1369527_at	chemokine (C-X3-C motif) receptor 1	Cx3cr1	171056				19424189	NM_133534
1369528_at	SMAD family member 3	Smad3	25631				467091546	NM_013095
1369529_at	colony stimulating factor 3 (granulocyte)	Csf3	25610				8393199	NM_017104
1369530_at	ISL LIM homeobox 2	Isl2	57233				9994170	NM_020471
1369531_at	sulfotransferase family, cytosolic, 1C, member 2	Sult1c2	171072				75677589	NM_133547
1369532_at	prokineticin receptor 2	Prokr2	192649				20376823	NM_138978
1369533_a_at	5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled	Htr4	25324				924638	U20906
1369534_at	interleukin 11	Il11	171040				340805850	NM_133519
1369535_at	transmembrane protein, adipocyte asscociated 1	Tpra1	85494				386781780	NM_053534
1369536_at	endothelin 2	Edn2	24324				257196226	NM_012549
1369537_at	melanin-concentrating hormone receptor 1	Mchr1	83567				13929067	NM_031758
1369538_at	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	Cdk5r1	116671				16758761	NM_053891
1369539_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	St3gal3	64445				13928971	NM_031697
1369540_at	N-terminal EF-hand calcium binding protein 1	Necab1	64169				11560136	NM_022302
1369541_at	tropomodulin 2	Tmod2	58814				13928837	NM_031613
1369542_at	prokineticin receptor 1	Prokr1	192648				20376821	NM_138977
1369543_s_at	DnaJ (Hsp40) homolog, subfamily C, member 21	Dnajc21	192210				125630331	NM_138856
1369544_a_at	homeo box A1	Hoxa1	25607				1929021	U93093
1369545_at	early growth response 3	Egr3	25148				8393304	NM_017086
1369546_at	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1	Bbox1	64564				12018319	NM_022629
1369547_at	serpin peptidase inhibitor, clade B (ovalbumin), member 7	Serpinb7	117092				18426821	NM_130404
1369548_at	general transcription factor IIA, 1	Gtf2a1	83830				11559983	NM_022208
1369549_at	killer cell lectin-like receptor subfamily K, member 1	Klrk1	24934				397529589	NM_133512
1369550_at	myostatin	Mstn	29152				9506906	NM_019151
1369551_at	G-protein coupled receptor 173	Gpr173	64021				11560066	NM_022255
1369552_at	SAM domain, SH3 domain and nuclear localization signals, 1	Samsn1	170637				18677752	NM_130821
1369553_at	hydroxysteroid (17-beta) dehydrogenase 3	Hsd17b3	117182				16758925	NM_054007
1369554_at	synaptogyrin 2	Syngr2	89815				16758321	NM_053553
1369555_at	chemokine (C-C motif) receptor 4	Ccr4	171054				26449154	NM_133532
1369556_at	leukotriene B4 receptor 2	Ltb4r2	114098				16758449	NM_053640
1369557_at	caspase 7	Casp7	64026				402745397	NM_022260
1369558_at	inhibin beta C	Inhbc	64549				59709462	NM_022614
1369559_a_at	Cd47 molecule	Cd47	29364				55742751	NM_019195
1369560_at	glycerol-3-phosphate dehydrogenase 1 (soluble)	Gpd1	60666				57527918	NM_022215
1369561_at	cysteinyl leukotriene receptor 1	Cysltr1	114099				16758451	NM_053641
1369562_at	hippocalcin-like 1	Hpcal1	50871				56961641	NM_017356
1369563_at	ventral anterior homeobox 1	Vax1	64571				12018333	NM_022636
1369564_at	RAS (RAD and GEM) like GTP binding 2	Rem2	64626				259490276	NM_022685
1369565_at	interleukin 12B	Il12b	64546				12018287	NM_022611
1369566_at	taste receptor, type 2, member 119	Tas2r119	78979				13027409	NM_023993
1369567_at	trace-amine-associated receptor 1	Taar1	113914				19705432	NM_134328
1369568_at	syntaxin 6	Stx6	60562				52138615	NM_031665
1369569_at	olfactory receptor 226	Olr226	65140				13928993	NM_031710
1369570_at	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 2///sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	Sult2a2///Sult2a1	361510///24912					
1369571_at	golgi phosphoprotein 3 (coat-protein)	Golph3	78961				62461579	NM_023977
1369572_at	mast cell protease 1	Mcpt1	29265				402693221	NM_017145
1369573_at	mast cell protease 4	Mcpt4	54270				451958174	NM_019321
1369574_at	taste receptor, type 2, member 13	Tas2r13	78984				13027468	NM_023998
1369575_at	taste receptor, type 2, member 114	Tas2r114	78982				13027464	NM_023996
1369576_at	taste receptor, type 2, member 105	Tas2r105	78985				13027470	NM_023999
1369577_at	suppressor of cytokine signaling 2	Socs2	84607				17158026	NM_058208
1369578_at	taste receptor, type 2, member 121	Tas2r121	78983				13027466	NM_023997
1369579_at	stanniocalcin 2	Stc2	63878				451958129	NM_022230
1369580_at	taste receptor, type 2, member 118	Tas2r118	78980				13027460	NM_023994
1369581_at	phosphatidylethanolamine N-methyltransferase	Pemt	25511				6981347	NM_013003
1369582_at	ventral anterior homeobox 2	Vax2	64572				12018335	NM_022637
1369583_at	Jun dimerization protein 2	Jdp2	116674				16758765	NM_053894
1369584_at	suppressor of cytokine signaling 3	Socs3	89829				16758335	NM_053565
1369585_at	trispanning orphan	Tore	64620				12083620	NM_022679
1369586_at	mast cell protease 8	Mcpt8	29269				451958089	NM_021598
1369587_at	epiregulin	Ereg	59325				11078688	NM_021689
1369588_a_at	ATPase inhibitory factor 1	Atpif1	25392				77917527	NM_012915
1369589_x_at	amelogenin, X-linked	Amelx	29160				9506380	NM_019154
1369590_a_at	DNA-damage inducible transcript 3	Ddit3	29467				158508523	NM_024134
1369591_at	casein kappa	Csn3	29188				13928761	NM_031562
1369592_at	WW domain binding protein 2	Wbp2	192645				20376817	NM_138975
1369593_at								
1369594_at	ephrin A5	Efna5	116683				16758777	NM_053903
1369595_at	fibroblast growth factor 23	Fgf23	170583				18543368	NM_130754
1369596_at	interleukin 2	Il2	116562				16758691	NM_053836
1369597_at	VAMP (vesicle-associated membrane protein)-associated protein B and C	Vapb	60431				148747258	NM_021847
1369598_at	glial cell derived neurotrophic factor	Gdnf	25453				9506720	NM_019139
1369599_at	galanin-like peptide	Galp	64568				12018327	NM_022633
1369600_at	fibroblast growth factor 11	Fgf11	170632				18677742	NM_130816
1369601_at	autophagy/beclin 1 regulator 1	Ambra1	59319					
1369602_at	fibroblast growth factor 17	Fgf17	29368				9506592	NM_019198
1369603_at	Kv channel-interacting protein 1	Kcnip1	65023				386869279	NM_022929
1369604_at	fibroblast growth factor 10	Fgf10	25443				6978836	NM_012951
1369605_at	hes family bHLH transcription factor 2	Hes2	29567				9506774	NM_019236
1369606_at	fibroblast growth factor 20	Fgf20	66017				13027407	NM_023961
1369607_at	fibroblast growth factor 6	Fgf6	170700				18777758	NM_131908
1369608_at	fibroblast growth factor 16	Fgf16	60464				148747141	NM_021867
1369609_at	claudin 11	Cldn11	84588				61889102	NM_053457
1369610_at	lin-7 homolog C (C. elegans)	Lin7c	60442				11177887	NM_021851
1369611_at	Bcl2-like 2	Bcl2l2	60434				54262165	NM_021850
1369612_at	calcium-activated potassium channel beta subunit	LOC60591	60591				11559973	NM_022203
1369613_at								
1369614_at	RAP2B, member of RAS oncogene family	Rap2b	170923				19173773	NM_133410
1369615_at	RAS related protein 2a	Rap2a	114560				16758565	NM_053741
1369616_at	fibroblast growth factor 22	Fgf22	170579				18543362	NM_130751
1369617_at	ubiquitin-conjugating enzyme E2N	Ube2n	116725				59709468	NM_053928
1369618_at	interleukin 13	Il13	116553				16758679	NM_053828
1369619_at	urocortin 2	Ucn2	170896				254675173	NM_133385
1369620_at	histidine triad nucleotide binding protein 1	Hint1	690660					
1369621_s_at	FK506 binding protein 1a	Fkbp1a	25639				402744005	NM_013102
1369622_at	prokineticin 2	Prok2	192206				20301997	NM_138852
1369623_at								
1369624_at	prolactin releasing hormone	Prlh	63850				11560009	NM_022222
1369625_at	aquaporin 1	Aqp1	25240				3018540	AA891661
1369626_at	insulin degrading enzyme	Ide	25700				6981075	NM_013159
1369627_at	synaptic vesicle glycoprotein 2b	Sv2b	117556				207093	L10362
1369628_at	synaptic vesicle glycoprotein 2b	Sv2b	117556				13894536	BG672437
1369629_at	adenosine kinase	Adk	25368				1906012	U90340
1369630_at	adenosine kinase	Adk	25368				11214188	BF283118
1369631_at							3226398	AI012566
1369632_a_at	ATP-binding cassette, subfamily C (CFTR/MRP), member 8	Abcc8	25559				11691885	AB052294
1369633_at	chemokine (C-X-C motif) ligand 12	Cxcl12	24772				3711817	AI171777
1369634_at	solute carrier family 4 (anion exchanger), member 1	Slc4a1	24779				16580102	AY030082
1369635_at	sorbitol dehydrogenase	Sord	24788				77404285	NM_017052
1369636_at	sorbitol dehydrogenase	Sord	24788				14938498	BI285149
1369637_at	kinesin family member 3C	Kif3c	85248				16758243	NM_053486
1369638_at	eukaryotic elongation factor-2 kinase	Eef2k	25435				148747553	NM_012947
1369639_at	gap junction protein, alpha 1	Gja1	24392				33285446	NM_012567
1369640_at	gap junction protein, alpha 1	Gja1	24392				13302699	BG378227
1369641_at	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2	Pafah1b2	64189				2501858	AF016048
1369642_at	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2	Pafah1b2	64189				18192419	BM392366
1369643_a_at	latrophilin 2	Lphn2	171447				3695132	AF081153
1369644_at	latrophilin 2	Lphn2	171447				299473786	NM_134408
1369645_at	opiate receptor-like 1	Oprl1	29256				456168	D16438
1369646_at	opiate receptor-like 1	Oprl1	29256				337298632	NM_031569
1369647_at	calcitonin receptor-like	Calcrl	25029				6978586	NM_012717
1369648_at	calcitonin receptor-like	Calcrl	25029				440339	L27487
1369649_at	calcium channel, voltage-dependent, alpha2/delta subunit 1	Cacna2d1	25399				17864879	AF400662
1369650_at	p21 protein (Cdc42/Rac)-activated kinase 2	Pak2	29432				6288679	U19967
1369651_at	Thy-1 cell surface antigen	Thy1	24832				298231254	NM_012673
1369652_at	Thy-1 cell surface antigen	Thy1	24832				3667112	AI145313
1369653_at	transforming growth factor, beta receptor 2	Tgfbr2	81810				207289	L09653
1369654_at	protein kinase, AMP-activated, alpha 2 catalytic subunit	Prkaa2	78975				13027453	NM_023991
1369655_at	phosphatidylinositol 3-kinase, catalytic subunit type 3	Pik3c3	65052				40538856	NM_022958
1369656_at	phosphate cytidylyltransferase 1, choline, alpha	Pcyt1a	140544				203651	M36071
1369657_at	carboxypeptidase A1 (pancreatic)	Cpa1	24269				333033814	NM_016998
1369658_at	CCAAT/enhancer binding protein (C/EBP), alpha	Cebpa	24252				567316241	NM_012524
1369659_at	glycoprotein hormones, alpha polypeptide	Cga	116700				386869253	NM_053918
1369660_at	defensin beta 1	Defb1	83687				3366931	AF068860
1369661_at	dynamin 2	Dnm2	25751				404072	L24562
1369662_at	sodium channel, voltage-gated, type II, alpha subunit	Scn2a	24766				6981505	NM_012647
1369663_at	epoxide hydrolase 2, cytoplasmic	Ephx2	65030				12621097	NM_022936
1369664_at	arginine vasopressin receptor 1A	Avpr1a	25107				33149326	NM_053019
1369665_a_at	interleukin 18	Il18	29197				3413501	AJ222813
1369666_at	glycerol-3-phosphate dehydrogenase 2, mitochondrial	Gpd2	25062				13303235	BG378763
1369667_at	vacuolar protein sorting 52 homolog (S. cerevisiae)	Vps52	25218				257900504	NM_033097
1369668_x_at	vacuolar protein sorting 52 homolog (S. cerevisiae)	Vps52	25218				8080508	AW914828
1369669_at	neurolysin (metallopeptidase M3 family)	Nln	117041				50054265	NM_053970
1369670_at	Cd200 molecule	Cd200	24560				401709955	NM_031518
1369671_at	ornithine carbamoyltransferase	Otc	25611				205873	K03040
1369672_at	arachidonate 5-lipoxygenase activating protein	Alox5ap	29624				55926225	NM_017260
1369673_at	purinergic receptor P2X, ligand-gated ion channel, 5	P2rx5	113995				31377507	NM_080780
1369674_at	purinergic receptor P2X, ligand-gated ion channel, 5	P2rx5	113995				1279658	X92069
1369675_at	inositol 1,4,5-trisphosphate receptor, type 2	Itpr2	81678				13752805	AF329470
1369676_at	inositol 1,4,5-trisphosphate receptor, type 2	Itpr2	81678				56507	X61677
1369677_at	cannabinoid receptor 1 (brain)	Cnr1	25248				1552375	X55812
1369678_a_at	nuclear factor I/A	Nfia	25492				1041031	D78017
1369679_a_at	nuclear factor I/A	Nfia	25492				13785513	AB060652
1369680_at	solute carrier family 2 (facilitated glucose transporter), member 13	Slc2a13	171147				399220340	NM_133611
1369681_at	ISL LIM homeobox 1	Isl1	64444				94400880	NM_017339
1369682_at	HNF1 homeobox B	Hnf1b	25640				6981639	NM_013103
1369683_at	BH3 interacting domain death agonist	Bid	64625				7381174	AF136282
1369684_at	transcription factor 3	Tcf3	171046				78214342	NM_133524
1369685_at	twist family bHLH transcription factor 2	Twist2	59327				158186714	NM_021691
1369686_at	doublecortin-like kinase 1	Dclk1	83825				2062398	U78857
1369687_at	potassium voltage-gated channel, shaker-related subfamily, beta member 3	Kcnab3	58981				13928901	NM_031652
1369688_s_at	protein tyrosine kinase 2 beta	Ptk2b	50646				1654376	U69109
1369689_at	N-ethylmaleimide-sensitive factor	Nsf	60355				5081656	AF142097
1369690_at	N-ethylmaleimide-sensitive factor	Nsf	60355				4464959	AI547471
1369691_at	sodium channel, voltage-gated, type III, alpha subunit	Scn3a	497770				6981509	NM_013119
1369692_at	tenascin R	Tnr	25567				6981667	NM_013045
1369693_a_at	solute carrier family 1 (glial high affinity glutamate transporter), member 2	Slc1a2	29482				78126166	NM_017215
1369694_at	solute carrier family 1 (glial high affinity glutamate transporter), member 2	Slc1a2	29482				19071567	AY069978
1369695_at	Wilms tumor 1	Wt1	24883				153281244	NM_031534
1369696_at	Ras-related GTP binding B	RragB	117043				140970891	NM_053972
1369697_at	chemokine (C-X-C motif) receptor 2	Cxcr2	29385				8393599	NM_017183
1369698_at	ATP-binding cassette, subfamily C (CFTR/MRP), member 3	Abcc3	140668				3283976	AF072816
1369699_at	glucagon-like peptide 1 receptor	Glp1r	25051				7110604	NM_012728
1369700_at	chloride channel, voltage-sensitive 7	Clcn7	29233				402743851	NM_031568
1369701_at	lipase, hepatic	Lipc	24538				56961642	NM_012597
1369702_at	endosulfine alpha	Ensa	60334				559098409	NM_021842
1369703_at	endothelial PAS domain protein 1	Epas1	29452				12831204	NM_023090
1369704_at	solute carrier family 6 (proline IMINO transporter), member 20	Slc6a20	113918				18959229	NM_133296
1369705_at	solute carrier family 6 (proline IMINO transporter), member 20	Slc6a20	113918				3709674	AI169634
1369706_at	calcium channel, voltage-dependent, gamma subunit 1	Cacng1	29658				9506458	NM_019255
1369707_at	myosin IXA	Myo9a	171296				19705442	NM_134335
1369708_a_at	cAMP responsive element binding protein 1	Creb1	81646				13591923	NM_031017
1369709_at	ataxin 1	Atxn1	25049				126506307	NM_012726
1369710_a_at	synaptosomal-associated protein 91	Snap91	65178				13994176	NM_031728
1369711_at	angiotensin II receptor, type 2	Agtr2	24182				148298854	NM_012494
1369712_at	serine/threonine kinase 3	Stk3	65189				13929031	NM_031735
1369713_at	cholecystokinin B receptor	Cckbr	25706				203459	M99418
1369714_at	DnaJ (Hsp40) homolog, subfamily C, member 14	Dnajc14	114481				161760674	NM_053690
1369715_at	solute carrier family 6 (neurotransmitter transporter), member 11	Slc6a11	79213				202534	M95763
1369716_s_at	lectin, galactoside-binding, soluble, 9///lectin, galactose binding, soluble 5	Lgals9///Lgals5	25476///25475				451958161	NM_012976
1369717_at	neuromedin U	Nmu	63887				205745	M94555
1369718_at	signal sequence receptor, gamma	Ssr3	81784				40538861	NM_031120
1369719_at	phosphate regulating endopeptidase homolog, X-linked	Phex	25512				6981355	NM_013004
1369720_at	myosin Ib	Myo1b	117057				16758889	NM_053986
1369721_at	striatin, calmodulin binding protein	Strn	29149				148491092	NM_019148
1369722_a_at	xylosyltransferase II	Xylt2	64134				77736607	NM_022296
1369723_at	xylosyltransferase II	Xylt2	64134				77736607	NM_022296
1369724_at	coagulation factor XIII, A1 polypeptide	F13a1	60327				158186710	NM_021698
1369725_at	ArfGAP with dual PH domains 2	Adap2	56826				9910339	NM_020101
1369726_at	TAP binding protein (tapasin)	Tapbp	25217				257900463	NM_033098
1369727_at	apolipoprotein A-II	Apoa2	25649				6978516	NM_013112
1369728_at	similar to germinal histone H4 gene	LOC680097	680097				66392593	NM_022686
1369729_at	ADP-ribosylation factor-like 5A	Arl5a	117050				148540001	NM_053979
1369730_a_at	GDNF family receptor alpha 4	Gfra4	66023				11191814	AJ294475
1369731_at	connector enhancer of kinase suppressor of Ras 2	Cnksr2	59322				4151806	AF102854
1369732_a_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	St3gal2	64442				169636410	NM_031695
1369733_at	catenin (cadherin associated protein), beta 1	Ctnnb1	84353				46048608	NM_053357
1369734_at	acyl-CoA oxidase 3, pristanoyl	Acox3	83522				16758055	NM_053339
1369735_at	growth arrest specific 6	Gas6	58935				145279185	NM_057100
1369736_at	epithelial membrane protein 1	Emp1	25314				56799393	NM_012843
1369737_at	cAMP responsive element modulator	Crem	25620				402746748	NM_017334
1369738_s_at	cAMP responsive element modulator	Crem	25620				402746748	NM_017334
1369739_at	leptin receptor	Lepr	24536				1526441	D85558
1369740_at	potassium inwardly-rectifying channel, subfamily J, member 3	Kcnj3	50599				407998	L25264
1369741_at	potassium inwardly-rectifying channel, subfamily J, member 3	Kcnj3	50599				485291	U09243
1369742_at	potassium inwardly-rectifying channel, subfamily J, member 3	Kcnj3	50599				148747456	NM_031610
1369743_a_at	purinergic receptor P2X, ligand-gated ion channel 4	P2rx4	29659				1161344	U32497
1369744_at	thyroglobulin	Tg	24826				7008169	AF221622
1369745_at	glutamate receptor, ionotropic, N-methyl D-aspartate 2B	Grin2b	24410				205738	M91562
1369746_a_at	solute carrier organic anion transporter family, member 1B2	Slco1b2	58978				6049253	AF147740
1369747_at	N-acetyltransferase 2 (arylamine N-acetyltransferase)///N-acetyltransferase 1 (arylamine N-acetyltransferase)	Nat2///Nat1	116632///116631				596059	U17261
1369748_at	serpin peptidase inhibitor, clade I (pancpin), member 2	Serpini2	171149					
1369749_a_at	semenogelin I	Semg1	25013				40538848	NM_012710
1369750_at	thyroid stimulating hormone, beta	Tshb	25653				207535	M10902
1369751_at	thyrotropin releasing hormone receptor	Trhr	25570				146134452	NM_013047
1369752_a_at	calcium/calmodulin-dependent protein kinase IV	Camk4	25050				203642	J04446
1369753_at	calcium/calmodulin-dependent protein kinase IV	Camk4	25050				203264	M63334
1369754_a_at	calpastatin	Cast	25403				76159281	NM_053295
1369755_at	beta-1,3-glucuronyltransferase 2	B3gat2	64544				4768611	AF106624
1369756_a_at	solute carrier family 4, sodium bicarbonate cotransporter, member 4	Slc4a4	84484				6644383	AF210250
1369757_at	inositol-trisphosphate 3-kinase B	Itpkb	54260				164565363	NM_019312
1369758_at	glycerol-3-phosphate acyltransferase, mitochondrial	Gpam	29653				4481754	U36771
1369759_at	solute carrier family 5 (sodium/glucose cotransporter), member 1	Slc5a1	25552				1816432	AB000729
1369760_a_at	estrogen receptor 2 (ER beta)	Esr2	25149				2801690	AF042058
1369761_at	POU class 1 homeobox 1	Pou1f1	25517				56218	X12658
1369762_at	POU class 1 homeobox 1	Pou1f1	25517				402743651	NM_013008
1369763_at	G protein-coupled receptor kinase 4	Grk4	59077				12621083	NM_022928
1369764_at	complement component 4 binding protein, alpha	C4bpa	24235				77539455	NM_012516
1369765_at	achaete-scute family bHLH transcription factor 1	Ascl1	64186				11693147	NM_022384
1369766_at	prostaglandin E receptor 2 (subtype EP2)	Ptger2	81752				1236076	U48858
1369767_a_at	potassium large conductance calcium-activated channel, subfamily M, beta member 1	Kcnmb1	29747				2772579	U40602
1369768_at	histone cluster 1, H1d	Hist1h1d	201097				18959217	NM_133285
1369769_at	potassium voltage-gated channel, Isk-related family, member 1	Kcne1	25471				203976	M36461
1369770_at	somatostatin receptor 1	Sstr1	25033				451770400	NM_012719
1369771_at	insulin receptor substrate 1	Irs1	25467				6981105	NM_012969
1369772_at	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	Slc6a9	116509					
1369773_at	bone morphogenetic protein 3	Bmp3	25667				8392992	NM_017105
1369774_at	cyclic nucleotide gated channel alpha 4	Cnga4	85258				158186630	NM_053496
1369775_at	nuclear casein kinase and cyclin-dependent kinase substrate 1	Nucks1	64709				51036659	NM_022799
1369776_a_at	SH3 and multiple ankyrin repeat domains 2	Shank2	171093				3091151	AF060116
1369777_a_at	SH3 and multiple ankyrin repeat domains 2	Shank2	171093				19263335	NM_133440
1369778_at	deiodinase, iodothyronine, type II	Dio2	65162				1518957	U53505
1369779_at	myosin ID	Myo1d	25485				56799395	NM_012983
1369780_at	RAS protein-specific guanine nucleotide-releasing factor 2	Rasgrf2	114513				16758537	NM_053721
1369781_at	glutamate receptor, metabotropic 7	Grm7	81672				459657	U06832
1369782_a_at	potassium inwardly rectifying channel, subfamily J, member 11	Kcnj11	83535				1322028	U44897
1369783_a_at	neuregulin 1	Nrg1	112400				408388	U02319
1369784_at	thyroid peroxidase	Tpo	54314				402766536	NM_019353
1369785_at	phosphoribosyl pyrophosphate amidotransferase	Ppat	117544				56799419	NM_057198
1369786_at	cholinergic receptor, muscarinic 5	Chrm5	53949				202655	M22926
1369787_at	cholecystokinin A receptor	Cckar	24889				402692645	NM_012688
1369788_s_at	jun proto-oncogene	Jun	24516				82523470	NM_021835
1369789_at	glycine receptor, alpha 3	Glra3	114516				204882	M55250
1369790_at	tyrosine aminotransferase	Tat	24813				207155	M18340
1369791_at	chloride channel, voltage-sensitive 4	Clcn4	60586				76563947	NM_022198
1369792_at	G protein-coupled receptor 6	Gpr6	83683				551333	U12006
1369793_a_at	melanoma cell adhesion molecule	Mcam	78967				10566950	AB035507
1369794_a_at	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	Pfkfb3	117276				2317665	D87247
1369795_at	potassium inwardly-rectifying channel, subfamily J, member 12	Kcnj12	117052				117935065	NM_053981
1369796_at	gap junction protein, delta 2	Gjd2	50564				451958144	NM_019281
1369797_at	adrenoceptor alpha 1A	Adra1a	29412				595275	U07126
1369798_at	ATPase, Na+/K+ transporting, beta 2 polypeptide	Atp1b2	24214				1314364	U45946
1369799_at	4-aminobutyrate aminotransferase	Abat	81632				905378	U29701
1369800_at	coagulation factor II (thrombin) receptor-like 3	F2rl3	116498				16588401	AF310216
1369801_at	selectin L	Sell	29259				220801	D10831
1369802_at	potassium voltage-gated channel, shaker-related subfamily, member 3	Kcna3	29731				148298868	NM_019270
1369803_at	pancreas specific transcription factor, 1a	Ptf1a	117034				16758981	NM_053964
1369804_a_at	casein kinase 1, epsilon	Csnk1e	58822				9650967	AB042192
1369805_at	leprecan-like 4	Leprel4	59101				11024655	NM_021581
1369806_at	adrenoceptor beta 1	Adrb1	24925				6978458	NM_012701
1369807_at	bradykinin receptor B1	Bdkrb1	81509				13540664	NM_030851
1369808_at	chemokine (C-C motif) receptor 3	Ccr3	117027				16758843	NM_053958
1369809_at	5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	Htr1a	24473				6981053	NM_012585
1369810_at	dystrophin	Dmd	24907				52630317	NM_012698
1369811_at	complexin 1	Cplx1	64832				1040916	U35098
1369812_at	pyrimidinergic receptor P2Y, G-protein coupled, 4	P2ry4	63843				13928943	NM_031680
1369813_at	DnaJ (Hsp40) homolog, subfamily C, member 5	Dnajc5	79130				1063690	U39320
1369814_at	chemokine (C-C motif) ligand 20	Ccl20	29538				3551816	AF053312
1369815_at	chemokine (C-C motif) ligand 3	Ccl3	25542				790632	U22414
1369816_at	RAB3A, member RAS oncogene family	Rab3a	25531				61098194	NM_013018
1369817_at	heart and neural crest derivatives expressed 2	Hand2	64637				12083652	NM_022696
1369818_at	gamma-aminobutyric acid (GABA) A receptor, beta 2	Gabrb2	25451				148747234	NM_012957
1369819_at	bassoon (presynaptic cytomatrix protein)	Bsn	29138				158749558	NM_019146
1369820_at	MCF.2 cell line derived transforming sequence-like	Mcf2l	117020				164607181	NM_053951
1369821_a_at	cyclic nucleotide gated channel beta 1	Cngb1	83686				3192882	AF068572
1369822_at	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	Kit	64030				11560078	NM_022264
1369823_at	ADAM metallopeptidase domain 7	Adam7	29641				9945323	NM_020301
1369824_at	neuropilin 2	Nrp2	81527				2367640	AF016297
1369825_at	matrix metallopeptidase 2	Mmp2	81686				146262018	NM_031054
1369826_at	ataxin 3	Atxn3	60331				11067442	NM_021702
1369827_at	calsyntenin 3	Clstn3	171393				19705480	NM_134376
1369828_at	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	Csf2rb	171081				19424231	NM_133555
1369829_at	gap junction protein, beta 4	Gjb4	117055				335335007	NM_053984
1369830_at	protein kinase C, eta	Prkch	81749				52138606	NM_031085
1369831_at	brevican	Bcan	25393				75992945	NM_012916
1369832_at	ADAM metallopeptidase domain 3A	Adam3a	57021				9945325	NM_020302
1369833_at	ADAM metallopeptidase domain 2	Adam2	56806				9910119	NM_020077
1369834_at	forkhead box A1	Foxa1	25098				6981033	NM_012742
1369835_at	olfactory marker protein	Omp	24612				6981303	NM_012616
1369836_at	interferon-induced protein with tetratricopeptide repeats 1	Ifit1	56824				9910233	NM_020096
1369837_at	gulonolactone (L-) oxidase	Gulo	60671				204149	J03536
1369838_at	hypoxia inducible factor 3, alpha subunit	Hif3a	64345				402745390	NM_022528
1369839_at	amphiphysin	Amph	60668				11560001	NM_022217
1369840_at	integral membrane transport protein UST4r	UST4r	171397				19705486	NM_134379
1369841_at	heat shock protein 2	Hspa2	60460				93004098	NM_021863
1369842_at	acid-sensing (proton-gated) ion channel family member 5	Asic5	63866				11560019	NM_022227
1369843_at	cholinergic receptor, nicotinic, alpha 1 (muscle)	Chrna1	79557				13324699	NM_024485
1369844_at	gamma-aminobutyric acid (GABA) A receptor, alpha 3	Gabra3	24947				402692005	NM_017069
1369845_at	cholinergic receptor, nicotinic, alpha 6 (neuronal)	Chrna6	81721				17105331	NM_057184
1369846_at	involucrin	Ivl	60583				11559965	NM_022195
1369847_at	potassium voltage-gated channel, shaker-related subfamily, beta member 1	Kcnab1	29737				59709457	NM_017303
1369848_at	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2	Kcns2	66022				13027417	NM_023966
1369849_at	cannabinoid receptor 2 (macrophage)	Cnr2	57302				255918131	NM_020543
1369850_at	UDP glucuronosyltransferase 2 family, polypeptide A1	Ugt2a1	63867				11560021	NM_022228
1369851_at	myocyte enhancer factor 2D	Mef2d	81518				52138609	NM_030860
1369852_at	coagulation factor X	F10	29243				56961646	NM_017143
1369853_at	neurogenin 3	Neurog3	60329				11067438	NM_021700
1369854_a_at	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	Ceacam1	81613				76496482	NM_031755
1369855_at	histamine receptor H 1	Hrh1	24448				8393563	NM_017018
1369856_at	dopamine receptor D5	Drd5	25195				6978780	NM_012768
1369857_a_at	solute carrier family 14 (urea transporter), member 1	Slc14a1	54301				1766023	U81518
1369858_at	gastrin releasing peptide receptor	Grpr	24938				145386526	NM_012706
1369859_at	nuclear receptor subfamily 5, group A, member 1	Nr5a1	83826					
