ID	Gene title	Gene symbol	Gene ID	UniGene title	UniGene symbol	UniGene ID	GI	GenBank Accession
10435266	HEG homolog 1 (zebrafish)	Heg1	77446				153792724	NM_175256
10435271	HEG homolog 1 (zebrafish)	Heg1	77446				153792724///49904704	NM_175256///BC076596
10435288	mucin 13, epithelial transmembrane	Muc13	17063				162136022///19354229	NM_010739///BC024321
10435305	integrin beta 5	Itgb5	16419				225007620///225007616///3095099	NM_001145884///NM_010580///AF043256
10435321	ropporin, rhophilin associated protein 1	Ropn1	76378				40254139///29437270	NM_030744///BC049544
10435329	coiled-coil domain containing 14	Ccdc14	239839				169646269///21410544	NM_172824///BC031204
10435345	myosin, light polypeptide kinase	Mylk	107589				126157498///219841793	NM_139300///BC145279
10435383	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b	Ptplb	70757				84872190///20070639	NM_023587///BC027289
10435388	adenylate cyclase 5	Adcy5	224129				148747308///60551061	NM_001012765///BC090846
10435413								
10435415	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B	Sema5b	20357				164698461///30851456	NM_013661///BC052397
10435443	Hspb associated protein 1	Hspbap1	66667				120587016	NM_175111
10435453								
10435455	INO80 homolog (S. cerevisiae)///ribosomal protein L35A	Ino80///Rpl35a	68142///57808				15024263///38181512	Y16430///BC061495
10435457	deltex 3-like (Drosophila)///poly (ADP-ribose) polymerase family, member 9	Dtx3l///Parp9	209200///80285				357394927///133930783///47682813	NM_030253///NM_001013371///BC070466
10435470	karyopherin (importin) alpha 1	Kpna1	16646				158517936///13879578	NM_008465///BC006771
10435487	WD repeat domain 5B	Wdr5b	69544				42476275///117574243	NM_027113///EF011616
10435489	coiled-coil domain containing 58	Ccdc58	381045				226874936///226874937///226874939///19353737	NM_198645///NM_001159421///NM_001159422///BC024862
10435494								
10435497	stefin A2 like 1///stefin A2	Stfa2l1///Stfa2	268885///20862				142371167///127139251///27549282///187950882	NM_173869///NM_001082545///AY163161///BC138004
10435501	stefin A1	Stfa1	20861				127139201	NM_001082543
10435504	predicted gene 5416	Gm5416	408196				127139205	NM_001082542
10435508	RIKEN cDNA 2010005H15 gene	2010005H15Rik	76770				167736361///116138843	NM_029733///BC125396
10435514	immunoglobulin-like domain containing receptor 1	Ildr1	106347				551411083///14714687	NM_134109///BC010485
10435525	IQ calmodulin-binding motif containing 1	Iqcb1	320299				255003687///22137682	NM_177128///BC029084
10435543	golgi autoantigen, golgin subfamily b, macrogolgin 1	Golgb1	224139				226958600///187956398	NM_030035///BC150731
10435565	hematopoietic cell specific Lyn substrate 1	Hcls1	15163				255760027///13938626	NM_008225///BC007469
10435581	polymerase (DNA directed), theta	Polq	77782				226823284///226823285///27464954	NM_029977///NM_001159369///AY147863
10435617	RAB, member RAS oncogene family-like 3	Rabl3	67657				109948289///29747934	NM_001042499///BC050194
10435626	homogentisate 1, 2-dioxygenase	Hgd	15233				240120122///240120124///22902257	NM_013547///NR_027778///BC037628
10435641	follistatin-like 1	Fstl1	14314				158508594///349005	NM_008047///M91380
10435654	leucine rich repeat containing 58	Lrrc58	320184				110347494///187954354	NM_177093///BC141007
10435661	G protein-coupled receptor 156	Gpr156	239845				40254200///37589212	NM_153394///BC059227
10435674								
10435676	glycogen synthase kinase 3 beta	Gsk3b	56637				158508595///57834171	NM_019827///AB066114
10435693	cytochrome c oxidase assembly protein 17	Cox17	12856				83816953///28913508	NM_001017429///BC048668
10435697	popeye domain containing 2	Popdc2	64082				126517507///126517506///39794112	NM_001081984///NM_022318///BC064005
10435704	CD80 antigen	Cd80	12519				111038144///50111	NM_009855///X60958
10435712	CD80 antigen	Cd80	12519				124298051///13276723	BC131959///AJ278965
10435714	transmembrane protein 39a	Tmem39a	67846				328683454///19483840	NM_026407///BC020318
10435724	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4	B4galt4	56375				551410855///21410347	NM_019804///BC031115
10435733	immunoglobulin superfamily, member 11	Igsf11	207683				40254204///34784152	NM_170599///BC057555
10435743								
10435745	predicted gene 16498	Gm16498	791390				40556878	AY512926
10435748								
10435752	limbic system-associated membrane protein	Lsamp	268890				118130292	NM_175548
10435765							74200943	AK163487
10435767							74144970	AK134586
10435769	zinc finger and BTB domain containing 20	Zbtb20	56490				257196200///257196202///33989577	NM_019778///NM_181058///BC056446
10435784	NADH dehydrogenase (ubiquinone) Fe-S protein 5///NADH dehydrogenase Fe-S protein 5 pseudogene	Ndufs5///BC002163	595136///170658				72004261///72004263///51980606	NM_001030274///NR_002445///BC081434
10435787								
10435789								
10435791	microRNA 568	Mir568	100124467				262205948	NR_030576
10435793	dopamine receptor D3	Drd3	13490				6681220///111600131	NM_007877///BC119286
10435802	RIKEN cDNA 2610015P09 gene	2610015P09Rik	212153				298358636	NM_027801
10435821	N(alpha)-acetyltransferase 50, NatE catalytic subunit	Naa50	72117				133892288///34785641///28279484///33416515///74189042	NM_028108///BC057117///BC046283///BC055846///AK167141
10435832	predicted gene 608	Gm608	207806				160333392///187954480	NM_001029889///BC141330
10435841	spindle and centriole associated protein 1	Spice1	212514				257196266///30851393	NM_144550///BC052381
10435862	cilia and flagella associated protein 44	Cfap44	212517				256818775///71682255	NM_001033247///BC100518
10435897	cDNA sequence BC027231	BC027231	212547				20073144	BC027231
10435907	RIKEN cDNA F630003A18 gene///CD200 receptor 1	F630003A18Rik///Cd200r1	319823///57781				158631181///30851700///142352179	NM_021325///BC052682///NM_177010
10435920	RIKEN cDNA F630003A18 gene///CD200 receptor 4	F630003A18Rik///Cd200r4	319823///239849				118131039///142352179///37921229///187955241	NM_207244///NM_177010///AY230200///BC147204
10435930	Cd200 receptor 2	Cd200r2	271375				45504372///37921075	NM_206535///AY230198
10435937	CD200 receptor 3	Cd200r3	74603				189409160///189409163///189409161///189409165///37921213///54780996///54780998///54781000///115528534///54781006///54781002///54781004///26091626	NM_029018///NM_001128132///NM_027578///NM_001128133///AY230199///AY703837///AY703838///AY703839///BC106838///AY703842///AY703840///AY703841///AK046631
10435948	coiled-coil domain containing 80	Ccdc80	67896				110625751///18958360	NM_026439///AB075019
10435961								
10435963	autophagy related 3	Atg3	67841				146135018///14789860	NM_026402///BC010809
10435980	ribosomal protein S24	Rps24	20088				46519157///61403649	NM_207634///BC091748
10435982	B and T lymphocyte associated	Btla	208154				83700226///83700228///80474732	NM_001037719///NM_177584///BC108963
10435991								
10435993	solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1	Slc9c1	208169				347582655///37089352	NM_198106///AY368685
10436024	germinal center associated, signaling and motility	Gcsam	14525				226530861///226530837///68534499	NM_001159297///NM_008099///BC099585
10436034								
10436037								
10436041								
10436043								
10436046								
10436048	peroxiredoxin 1	Prdx1	18477				146149207///286102	NM_011034///D16142
10436050	developmental pluripotency associated 4	Dppa4	73693				63079712///63079714///29422165	NM_028610///NM_001018002///AF490348
10436053	developmental pluripotency associated 2	Dppa2	73703				58037334///45551389	NM_028615///AY561246
10436057	microrchidia 1	Morc1	17450				7106358///5410254	NM_010816///AF084945
10436087	resistin like beta	Retnlb	57263				225543344///15077262	NM_023881///AF290871
10436095	resistin like alpha	Retnla	57262				103472021///15077264	NM_020509///AF290872
10436100	resistin like gamma	Retnlg	245195				225007618///31414255	NM_181596///AJ514933
10436106	RIKEN cDNA C330027C09 gene	C330027C09Rik	224171				125858490///187952696	NM_172616///BC137719
10436128	myosin, heavy chain 15	Myh15	667772				261245015	NM_001166210
10436169	intraflagellar transport 57	Ift57	73916				142373257///187950936	NM_028680///BC138143
10436182	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	Cd47	16423				31982429///396767	NM_010581///Z25524
10436196	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	Cd47	16423	CDNA clone IMAGE:30738828		Mm.31752	71043413	BC099691
10436198								
10436200								
10436203								
10436206								
10436209	Casitas B-lineage lymphoma b	Cblb	208650				118344447///223462604	NM_001033238///BC150934
10436228								
10436230								
10436232	ribosomal protein L24	Rpl24	68193				255652954///31418630	NM_024218///BC053377
10436239	zinc finger and BTB domain containing 11///RIKEN cDNA 2310061J03 gene	Zbtb11///2310061J03Rik	271377///66391				258645087///242397447///17160906///33392755	NM_173026///NR_027965///BC017620///BC055403
10436251								
10436253	SUMO1/sentrin specific peptidase 7	Senp7	66315				51593108///51593104///51593106///51593101///37589283	NM_025483///NM_001003971///NM_001003972///NM_001003973///BC058593
10436282	interphotoreceptor matrix proteoglycan 2	Impg2	224224				46519170///28981394	NM_174876///BC048863
10436304	ABI gene family, member 3 (NESH) binding protein	Abi3bp	320712				269308224///269308225///269308223///269308220///269308221///62041677	NM_001014423///NM_001014424///NM_001014422///NM_178790///NM_001014399///AB190342
10436348	translocase of outer mitochondrial membrane 70 homolog A (yeast)	Tomm70a	28185				158508592///28972368	NM_138599///AK122356
10436363	filamin A interacting protein 1-like	Filip1l	78749				295424206///189344714	NM_001040397///EU704258
10436369	filamin A interacting protein 1-like	Filip1l	78749				295424123///295424206///38328189	NM_001177871///NM_001040397///BC062166
10436372	discoidin, CUB and LCCL domain containing 2	Dcbld2	73379				84579946///41946930	NM_028523///BC066097
10436392	coproporphyrinogen oxidase	Cpox	12892				161484659///436576	NM_007757///D16333
10436402	claudin 25	Cldn25	224250				356934381///33585890	NM_171826///BC055695
10436409	olfactory receptor 183	Olfr183	258478				112983467	NM_146485
10436412	olfactory receptor 195	Olfr195	259000				22128940///111600493	NM_146998///BC119110
10436414	olfactory receptor 203	Olfr203	258479				269308260///118341362	NM_146486///BC128025
10436416	gamma-aminobutyric acid (GABA) receptor, rho 3	Gabrr3	328699				124487130///187956350	NM_001081190///BC151105
10436426	ORAI calcium release-activated calcium modulator 2	Orai2	269717				110815864///147832095	NM_178751///AM712356
10436428	beta-gamma crystallin domain containing 3///myc induced nuclear antigen	Crybg3///Mina	224273///67014				256355181///295317383///19483935	NM_025910///NM_174848///BC023462
10436442	family with sequence similarity 60, member A	Fam60a	56306				118130638///49903299	NM_019643///BC076599
10436444								
10436446	G protein pathway suppressor 1	Gps1	209318				295424138///295424136///75517041	NM_001177874///NM_145370///BC103782
10436449								
10436451	syntaxin 19	Stx19	68159				23956189///19484011	NM_026588///BC023414
10436456	protein S (alpha)	Pros1	19128				110625652///396426	NM_011173///Z25469
10436471	CGG triplet repeat binding protein 1	Cggbp1	106143				31340918///27695380	NM_178647///BC043097
10436476	POU domain, class 1, transcription factor 1	Pou1f1	18736				148747147///38174667	NM_008849///BC061213
10436487	vestigial like 3 (Drosophila)	Vgll3	73569				254750653	NM_028572
10436493								
10436498								
10436500	glucan (1,4-alpha-), branching enzyme 1	Gbe1	74185				449310787///17028443	NM_028803///BC017541
10436517								
10436519	roundabout homolog 1 (Drosophila)	Robo1	19876				122114643	NM_019413
10436550								
10436552	RNA binding motif protein 11	Rbm11	224344				100817672///29747747	NM_198302///BC050779
10436561	ubiquitin specific peptidase 25	Usp25	30940				31980711///6941889	NM_013918///AF170563
10436588	RIKEN cDNA 2810055G20 gene	2810055G20Rik	77994				26094365///26092602	AK051166///AK048031
10436590	RIKEN cDNA 2810055G20 gene	2810055G20Rik	77994				393250356	NR_015543
10436594							26345269	AK076276
10436596								
10436598								
10436600	microRNA 99a	Mir99a	387229				262205854	NR_029535
10436602	microRNA let7c-1	Mirlet7c-1	387246				262205564	NR_029728
10436604	microRNA 125b-2	Mir125b-2	723952				262205878	NR_029540
10436606								
10436608	coxsackie virus and adenovirus receptor	Cxadr	13052				442796432///442796431///16741239	NM_009988///NM_001025192///BC016457
10436621								
10436623	chondrolectin	Chodl	246048				142365147///17979838	NM_139134///AF311699
10436634								
10436636	neural cell adhesion molecule 2	Ncam2	17968				163965381///163965380///2358270	NM_001113208///NM_010954///AF001286
10436658	RIKEN cDNA 7120432I05 gene	7120432I05Rik	100038676				74221734	AK148667
10436662	microRNA 155	Mir155	387173				262206003	NR_029565
10436664								
10436666	junction adhesion molecule 2	Jam2	67374				326537273///20381010	NM_023844///BC028778
10436678	GA repeat binding protein, alpha	Gabpa	14390				34328118///30851459	NM_008065///BC052448
10436692								
10436694	ribosomal protein, large, P0	Rplp0	11837				254939638///15029771	NM_007475///BC011106
10436696								
10436698	N-6 adenine-specific DNA methyltransferase 1 (putative)	N6amt1	67768				226693403///226693404///38374045	NM_026366///NM_001159331///AY456393
10436708	ubiquitin specific peptidase 16	Usp16	74112				251823801///13096966	NM_024258///BC003278
10436727	Map3k7 C-terminal like	Map3k7cl	224419				226874917///17061769	NM_144854///AY033899
10436734	BTB and CNC homology 1	Bach1	12013				82659113///1695693	NM_007520///D86603
10436742								
10436746	keratin associated protein 13-1	Krtap13-1	268905				34147241///20380383	NM_183189///BC027551
10436748	RIKEN cDNA 2310034C09 gene	2310034C09Rik	117172				142368102///40787789	NM_054100///BC064816
10436750								
10436752	keratin associated protein 15	Krtap15	26560				7305212///115527744	NM_013713///BC116219
10436758	predicted gene 10229	Gm10229	100040201				1944392	D86419
10436760	keratin associated protein 6-1	Krtap6-1	16700				113374194///1944394	NM_010672///D86420
10436762								
10436764	keratin associated protein 6-3	Krtap6-3	100040249				1944456	D89901
10436766	keratin associated protein 20-2	Krtap20-2	622935				254692848	NM_001163615
10436768								
10436770								
10436773								
10436775								
10436777								
10436779								
10436781	predicted gene 10789	Gm10789	100038709				294489240	NR_033476
10436783	superoxide dismutase 1, soluble	Sod1	20655				45597446///56270594	NM_011434///BC086886
10436788	hormonally upregulated Neu-associated kinase	Hunk	26559				118131024///7021318	NM_015755///AF167987
10436800								
10436802								
10436804	melanocortin 2 receptor accessory protein	Mrap	77037				146149289///20380357	NM_029844///BC027543
10436809	eva-1 homolog C (C. elegans)	Eva1c	70967				17529688///124376021///71679908///187957387///12855174///12840394	AF358257///BC132305///BC100350///BC157969///AK016443///AK007044
10436823	oligodendrocyte transcription factor 2	Olig2	50913				59858556///11602815	NM_016967///AB038697
10436826								
10436828	oligodendrocyte transcription factor 1	Olig1	50914				59894798///11602813	NM_016968///AB038696
10436830	interferon (alpha and beta) receptor 2	Ifnar2	15976				160358844///160358794///2408226	NM_010509///NM_001110498///AF013274
10436841	interleukin 10 receptor, beta	Il10rb	16155				226693323///17646387	NM_008349///AF440787
10436849	interferon (alpha and beta) receptor 1	Ifnar1	15975				160358842///30354450	NM_010508///BC052217
10436865	interferon gamma receptor 2	Ifngr2	15980				133892283///33416475	NM_008338///BC055745
10436873	Son DNA binding protein///Son DNA binding protein	Son///Son	20658///20658	Son DNA binding protein	Son	Mm.46401	124358954///124378036///6671177///28972567///30109299///38511907///26330459///74179996///26083945///74179105	NM_178880///NM_019973///AF193607///AK122418///BC051200///BC061113///AK035150///AK161714///AK034390///AK171974
10436890								
10436892	intersectin 1 (SH3 domain protein 1A)	Itsn1	16443				134288903///160333275///160333279///4378890	NM_010587///NM_001110275///NM_001110276///AF132481
10436941	mitochondrial ribosomal protein S6///solute carrier family 5 (inositol transporters), member 3///mitochondrial ribosomal protein S6///solute carrier family 5 (inositol transporters), member 3	Mrps6///Slc5a3///Mrps6///Slc5a3	121022///53881///121022///53881	Solute carrier family 5 (inositol transporters), member 3	Slc5a3	Mm.217354	23956243///161016758///21391481///56027194	NM_080456///NM_017391///AY061856///AK203017
10436945	solute carrier family 5 (inositol transporters), member 3	Slc5a3	53881				161016758///187954338	NM_017391///BC140982
10436947	potassium voltage-gated channel, Isk-related subfamily, gene 2	Kcne2	246133				300192907///18490550	NM_134110///BC022699
10436951	small integral membrane protein 11	Smim11	68936				124358928///17061773	NM_138743///AY033901
10436955								
10436958	chloride intracellular channel 6	Clic6	209195				146149274///49903989	NM_172469///BC075706
10436967	carbonyl reductase 1	Cbr1	12408				113680351///1049107	NM_007620///U31966
10436972								
10436976								
10436978	carbonyl reductase 3	Cbr3	109857				226823287///20380343	NM_173047///BC028763
10436983	dopey family member 2	Dopey2	70028				62243807///62243773///28972469	NM_027293///NM_026700///AK122403
10437023	microrchidia 3	Morc3	338467				255003722///67867469	NM_001045529///BC098072
10437040	chromatin assembly factor 1, subunit B (p60)///chromatin assembly factor 1, subunit B (p60)///RIKEN cDNA 2610034B04 gene	Chaf1b///Chaf1b///2610034B04Rik	110749///110749///75418	Chromatin assembly factor 1, subunit B (p60)	Chaf1b	Mm.274222	158508658///15488798///26332516///56021673	NM_028083///BC013532///AK038378///AK197496
10437055	single-minded homolog 2 (Drosophila)	Sim2	20465				119226236///1754612	NM_011377///D64135
10437073	ripply3 homolog (zebrafish)	Ripply3	170765				172073172///14475654	NM_133229///AB063284
10437080	tetratricopeptide repeat domain 3	Ttc3	22129				154091023///3308983///29165846///60360147///74147614///74147798	NM_009441///AB008516///BC049277///AK220495///AK166298///AK161168
10437132								
10437134	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	Dyrk1a	13548				164607148	NM_007890
10437136	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	Dyrk1a	13548				164607148///164607149///223460728	NM_007890///NM_001113389///BC138716
10437149								
10437151	potassium inwardly-rectifying channel, subfamily J, member 15	Kcnj15	16516				411147341///411147340///411147342///187953924	NM_019664///NM_001039057///NM_001039056///BC138477
10437160	E26 avian leukemia oncogene 2, 3' domain	Ets2	23872				257153393///13529586	NM_011809///BC005504
10437171								
10437174	tryptophan rich basic protein	Wrb	71446				118130672///21594495	NM_207301///BC031769
10437180	SH3-binding domain glutamic acid-rich protein	Sh3bgr	50795				125490366///30722442	NM_015825///AJ487014
10437191	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5	B3galt5	93961				172073165///172073166///34786024	NM_033149///NM_001122993///BC057887
10437195	immunoglobulin superfamily, member 5	Igsf5	72058				295444808///295444810///295444806///13435932	NM_001177887///NM_028078///NM_001177886///BC004806
10437205	Purkinje cell protein 4	Pcp4	18546				52694684///38174344	NM_008791///BC061164
10437210	beta-site APP-cleaving enzyme 2	Bace2	56175				244798415///111308343	NM_019517///BC120773
10437222	heterogeneous nuclear ribonucleoprotein A3	Hnrnpa3	229279				157277968///111599309	NM_053263///BC116250
10437224	MX dynamin-like GTPase 2	Mx2	17858				145580606///7549778///13938021	NR_003508///NM_013606///BC007127
10437236	RIKEN cDNA B230307C23 gene	B230307C23Rik	245305				33440507	BC056174
10437239								
10437241								
10437243	Mediterranean fever	Mefv	54483				241666410///241666416///241666413///6110307	NM_001161790///NM_019453///NM_001161791///AF143409
10437257	zinc finger protein 597	Zfp597	71063				84370271	NM_001033159
10437263	N(alpha)-acetyltransferase 60, NatF catalytic subunit///RIKEN cDNA 1700037C18 gene	Naa60///1700037C18Rik	74763///73261				145864484///134254441///223462090	NM_028484///NM_029090///BC147295
10437270	clusterin associated protein 1	Cluap1	76779				118130654///19353141	NM_029738///BC024910
10437272	NLR family, CARD domain containing 3	Nlrc3	268857				124486872///60360291	NM_001081280///AK220314
10437292	SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)	Slx4	52864				567316259///41945523	NM_177472///BC065125
10437311	TNF receptor-associated protein 1	Trap1	68015				118129831///18605677	NM_026508///BC022912
10437330								
10437332	CREB binding protein	Crebbp	12914				70995310	NM_001025432
10437364	adenylate cyclase 9	Adcy9	11515				632794822///929962	NM_009624///U30602
10437376	sarcalumenin	Srl	106393				118129867///32361872	NM_175347///AB113383
10437384	transcription factor AP4	Tfap4	83383				118130735///28704091	NM_031182///BC047270
10437392	presequence translocase-asssociated motor 16 homolog (S. cerevisiae)	Pam16	66449				13385011///18041971	NM_025571///AF349454
10437399	coronin 7	Coro7	78885				148747330///38174586	NM_030205///BC061006
10437432	NmrA-like family domain containing 1	Nmral1	67824				595582268///20987989	NM_026393///BC030039
10437443	cell death inducing Trp53 target 1	Cdip1	66626				146134930///13278536	NM_025670///BC004063
10437451	UBA-like domain containing 1	Ubald1	207740				226958495///16975541///12837783	NM_145359///BC013706///AK005316
10437454	ankyrin repeat and sterile alpha motif domain containing 3	Anks3	72615				255522967///29748017	NM_028301///BC050929
10437472	septin 12	Sept12	71089				321267577///133777851	NM_027669///BC115618
10437483	rogdi homolog (Drosophila)	Rogdi	66049				119508430///13905233	NM_133185///BC006914
10437499	glyoxylate reductase 1 homolog (Arabidopsis)	Glyr1	74022				119392073///119392065///13905193	NM_001079814///NM_028720///BC006893
10437516	periplakin	Ppl	19041				112421038///4426973	NM_008909///AF126834
10437541	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	Nagpa	27426				241982767///241982769///24980958	NM_013796///NR_027804///BC039790
10437552	expressed sequence AU021092	AU021092	239691				268838808///223462588	NM_001033220///BC150828
10437561	asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)///family with sequence similarity 86	Alg1///Fam86	208211///70511				148277042///29835169///141803575	NM_145362///BC051078///NM_027446
10437573								
10437575	claudin 26	Cldn26	74720				141802133///20072550	NM_029070///BC027071
10437580	4-aminobutyrate aminotransferase	Abat	268860	4-aminobutyrate aminotransferase	Abat	Mm.259315	51480///27695037	X61497///BC044056
10437582								
10437586	transmembrane protein 186	Tmem186	66690				158508596///20073131	NM_025708///BC027261
10437590	calcium regulated heat stable protein 1	Carhsp1	52502				27229012///56541221	NM_025821///BC086754
10437594	ubiquitin specific peptidase 7	Usp7	252870				154146208///33334630///74189261///92444574	NM_001003918///AF548565///AK135814///BC022588
10437625								
10437627	INO80 homolog (S. cerevisiae)///ribosomal protein L35A	Ino80///Rpl35a	68142///57808				60422801///38181512	BC090255///BC061495
10437629	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	Grin2a	14811				41680704///41529301	NM_008170///D10217
10437639	epithelial membrane protein 2	Emp2	13731				111154058///27370735	NM_007929///BC041670
10437646	tektin 5	Tekt5	70426				149944430///291163426	NM_001099275///GQ292766
10437655	trans-golgi network vesicle protein 23A///nucleotide binding protein 1	Tvp23a///Nubp1	383103///26425				255760031///45768348	NM_011955///BC068110
10437664	dexamethasone-induced transcript	Dexi	58239				109809749///17028461	NM_021428///BC017551
10437668	suppressor of cytokine signaling 1	Socs1	12703				87044896///2245381	NM_009896///U88325
10437673	transition protein 2	Tnp2	21959				62461573///202104	NM_013694///J03494
10437677	protamine 3	Prm3	19120				114326494///60552355	NM_013638///BC090986
10437680	WD repeat domain 19///protamine 2	Wdr19///Prm2	213081///19119				6679474///29437009///22651380	NM_008933///BC049612///AY029258
10437684	protamine 1	Prm1	19118				50657349///29436589	NM_013637///BC049599
10437687	LPS-induced TN factor	Litaf	56722				226693372///17391331	NM_019980///BC018559
10437695								
10437698	thioredoxin domain containing 11	Txndc11	106200				118130624///142383937///20987279	NM_029582///NM_134105///BC029643
10437712	zinc finger CCCH type containing 7 A	Zc3h7a	106205				226958484///226958486///20073192///74184940///26340565///26343018///74145618	NM_145931///NR_027502///BC027330///AK166876///AK049834///AK052830///AK161148
10437735								
10437737	ribosomal L1 domain containing 1	Rsl1d1	66409				142385918///90992735	NM_025546///DQ445383
10437748	G1 to S phase transition 1	Gspt1	14852				194018528///194018532///20271481	NM_146066///NM_001130008///BC028325
10437765	calcineurin-like phosphoesterase domain containing 1	Cpped1	223978				142351105///21706520	NM_146067///BC034347
10437773								
10437775								
10437778	poly(A)-specific ribonuclease (deadenylation nuclease)	Parn	74108				146141218///18256917	NM_028761///BC021899
10437804	phospholipase A2, group X	Pla2g10	26565				597436972///6525307	NM_011987///AF166097
10437813								
10437817	pyridoxal-dependent decarboxylase domain containing 1	Pdxdc1	94184				597436957///597436922///13529667	NM_053181///NM_001039533///BC005541
10437846	interferon induced transmembrane protein 7	Ifitm7	74482				111599451	BC115786
10437852	meiosis arrest female 1	Marf1	223989				315221169///60360325	NM_001081154///AK220341
10437885	myosin, heavy polypeptide 11, smooth muscle	Myh11	17880				241982715///241982717///1945079	NM_013607///NM_001161775///D85924
10437928	Fgfr1op N-terminal like	Fopnl	66086				31560259///15030099	NM_025345///BC011300
10437934	ribosomal protein SA	Rpsa	16785				224994259///63102305	NM_011029///BC094902
10437936								
10437940								
10437942	ubiquitin-conjugating enzyme E2 variant 2	Ube2v2	70620				226823221///226823222///53237113	NM_023585///NM_001159351///BC083098
10437945	minichromosome maintenance deficient 4 homolog (S. cerevisiae)	Mcm4	17217				255918148///940405	NM_008565///D26089
10437963	mitotic spindle organizing protein 2	Mzt2	72083				141801811///20380363	NM_029354///BC027550
10437970	scaffolding protein involved i DNA repair	Spidr	224008				57242940///530233403	BC089026///NM_146068
10437992	dynamin 1-like	Dnm1l	74006				448261632///448261633///51259984	NM_152816///NM_001025947///BC079635
10438017	FYVE, RhoGEF and PH domain containing 4	Fgd4	224014				685504964///120538334	NM_139232///BC129902
10438040	olfactory receptor 19	Olfr19	18316				22380644///124375647	NM_146335///BC132306
10438042								
10438049	sperm associated antigen 6	Spag6	50525				226693359///111598850	NM_015773///BC090660
10438060	immunoglobulin lambda-like polypeptide 1	Igll1	16136				298358584	NM_001190325
10438064	pre-B lymphocyte gene 1	Vpreb1	22362				292494922///111600039	NM_016982///BC119175
10438069	yippee-like 1 (Drosophila)	Ypel1	106369				597565299	NM_023249
10438071	peptidylprolyl isomerase (cyclophilin)-like 2	Ppil2	66053				356995945///22135647	NM_144954///BC028899
10438091	RIKEN cDNA 2610318N02 gene	2610318N02Rik	70458				25058927///74147094///12848545	BC039993///AK146836///AK012048
10438094	microRNA 130b	Mir130b	723816				262205201	NR_029659
10438096	microRNA 301b	Mir301b	791069				262205140	NR_030415
10438098	stromal cell-derived factor 2-like 1	Sdf2l1	64136				158635932///31418257	NM_022324///BC053425
10438103	coiled-coil domain containing 116	Ccdc116	76872				257196216///257196214///34784247	NM_001164606///NM_029779///BC057359
10438109	ubiquitin-conjugating enzyme E2L 3	Ube2l3	22195				133892277///3319770	NM_009456///X97042
10438112	phosphatidylinositol 4-kinase, catalytic, alpha polypeptide	Pi4ka	224020				241982770///49523335	NM_001001983///BC075629
10438169								
10438171	THAP domain containing 7	Thap7	69009				118130285///17390501	NM_026909///BC018221
10438178	leucine rich repeat containing 74B	Lrrc74b	74685				224177535///224177537///115528886	NM_029053///NM_001145435///BC115678
10438189	solute carrier family 7 (cationic amino acid transporter, y+ system), member 4	Slc7a4	224022				142371084///16359274	NM_144852///BC016100
10438198	mediator complex subunit 15	Med15	94112				553727172///551894151///32451778	NM_033609///NM_001040683///BC054779
10438220	carbonic anhydrase 15	Car15	80733				31981403///18043498	NM_030558///BC019975
10438232	DiGeorge syndrome critical region gene 2	Dgcr2	13356				157909808///157909809///38148675	NM_010048///NM_001109750///BC060636
10438245	DiGeorge syndrome critical region gene 14	Dgcr14	27886				126362978///126362980///15489205	NM_022408///NM_001081633///BC013711
10438256	goosecoid homebox 2	Gsc2	195333				198278510///116138648	NM_029469///BC125356
10438262	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1	Slc25a1	13358				237858751///22477549	NM_153150///BC037087
10438272	proline dehydrogenase	Prodh	19125				118601003///4581878	NM_011172///AF120279
10438289	RIKEN cDNA 4933432I09 gene	4933432I09Rik	66779				240849556///240849561	NR_015575///NR_027843
10438293	zinc finger, DHHC domain containing 8	Zdhhc8	27801				157057159///62184122	NM_172151///AY894892
10438308	RAN binding protein 1	Ranbp1	19385				153792000///38174337	NM_011239///BC061140
10438313	DiGeorge syndrome critical region gene 8///TRM2 tRNA methyltransferase 2A	Dgcr8///Trmt2a	94223///15547				41152098///304555601///304555600///304555602///38566064	NM_033324///NM_001081000///NM_001080999///NM_001195205///BC062919
10438328	transport and golgi organization 2	Tango2	27883				255918142///13529418	NM_138583///BC005445
10438338	microRNA 185	Mir185	387180				262206035	NR_029571
10438340	catechol-O-methyltransferase	Comt	12846				161484635///161484633///161484637///3493252	NM_001111062///NM_007744///NM_001111063///AF076156
